"ID";"fair_enough_score";"fair_enough_score_total";"fair_enough_score_percent";"fair_enough_score_metrics_count";"fair_enough_score_metrics_percent";"fair_enough_xml_document";"fair_enough_Gen2_FM_F1B_metadata";"fair_enough_Gen2_FM_F1A";"fair_enough_Gen2_FM_F2B";"fair_enough_Gen2_FM_F2A";"fair_enough_Gen2_FM_F3_data";"fair_enough_Gen2_FM_F3_metadata";"fair_enough_Gen2_FM_F4";"fair_enough_Gen2_FM_A1.1_data";"fair_enough_Gen2_FM_A1.1_metadata";"fair_enough_Gen2_FM_A1.2_data";"fair_enough_Gen2_FM_A1.2_metadata";"fair_enough_Gen2_FM_A2";"fair_enough_Gen2_FM_I1B_data";"fair_enough_Gen2_FM_I1A_data";"fair_enough_Gen2_FM_I1B_metadata";"fair_enough_Gen2_FM_I1A_metadata";"fair_enough_Gen2_FM_I2B";"fair_enough_Gen2_FM_I2A";"fair_enough_Gen2_FM_I3";"fair_enough_Gen2_FM_R1.1_metadata";"fair_enough_Gen2_FM_R1.1_data";"fair_enough_f1";"fair_enough_f2";"fair_enough_f3";"fair_enough_f4";"fair_enough_a1.1";"fair_enough_a1.2";"fair_enough_a2";"fair_enough_i1";"fair_enough_i2";"fair_enough_i3";"fair_enough_r1.1"
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE119025";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/nuccore/KT587350";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://doi.org/10.5061/dryad.pnvx0k6kr";17;22;77,27;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50
"https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR12567753&display=data-access";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://doi.org/10.5281/zenodo.4768563";13;22;59,09;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50
"https://doi.org/10.5281/zenodo.4425256";NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50
"https://doi.org/10.17605/OSF.IO/P3X4R";5;22;22,73;12;54,55;NA;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0;100;100;0;0;100;100;0;50;50;50;0
"https://doi.org/10.5281/zenodo.6500842";16;22;72,73;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50
"https://osf.io/duj47/";NA;NA;NA;7;31,82;TRUE;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0
"https://identifiers.org/neurovault.collection:7566";15;22;68,18;12;54,55;NA;0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;0;50;100;100;0;100;50;0;50;50;50;0
"https://doi.org/10.5281/zenodo.3736430";14;22;63,64;14;63,64;NA;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50
"https://www.ebi.ac.uk/gwas/studies/GCST90007526";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://figshare.com/articles/dataset/Y-chromosome_haplotypes_Guevara_et_al_2016_and_SNP_assignment_by_multiplexes_This_study_/13509710";12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50
"https://doi.org/10.24433/CO.0121060.v1";7;22;31,82;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;0;0;50;50;0;50;50;50;50
"https://figshare.com/articles/dataset/Minimal_underlying_data_set_and_codebook_/17044919";12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50
"http://doi.org/10.17605/OSF.IO/YKM6X";12;22;54,55;9;40,91;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;100;100;0;0;50;50;0;50;0;50;0
"https://data.mendeley.com/datasets/hwxhw2sxys/1";11;22;50;8;36,36;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;50;100;0;0;50;0;0;50;50;50;0
"http://doi.org/10.2210/pdb6MD5/pdb";12;22;54,55;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;0;0;100;100;0;0;50;50;0;50;100;50;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94916";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ebi.ac.uk/pride/archive/projects/PXD027265";5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151333";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://doi.org/doi:10.25345/C5NM3R";4;22;18,18;10;45,45;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;100;100;0;0;50;50;0;50;50;50;0
"https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000081885";NA;NA;NA;2;9,09;TRUE;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ebi.ac.uk/pride/archive/projects/PXD027498";5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://ddbj.nig.ac.jp/public/ddbj_database/dra/fastq/DRA010/DRA010491/";5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR11196254&display=data-access";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://doi.org/10.5061/dryad.7h44j0zsr";17;22;77,27;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE122505";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ebi.ac.uk/gwas/studies/GCST011074";NA;NA;NA;2;9,09;TRUE;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144288";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147722";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://doi.org/10.5281/zenodo.4671006";16;22;72,73;12;54,55;NA;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;50;50;0;50;50;50;50
"http://doi.org/10.2210/pdb7CQF/pdb";12;22;54,55;11;50;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;0;0;100;100;0;0;50;50;0;50;100;50;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160294";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://doi.org/10.5281/zenodo.5203142";NA;NA;NA;14;63,64;TRUE;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;50;0;100;100;0;50;50;50;50
"https://osf.io/dkx6y/";10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0
NA;14;22;63,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"https://github.com/YunzheLiu/RLReplay/blob/main/MEGTrial_Thres.mat";5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0
"http://doi.org/10.2210/pdb7LOP/pdb";NA;NA;NA;11;50;TRUE;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;0;0;100;100;0;0;50;50;0;50;100;50;0
"https://www.ebi.ac.uk/emdb/EMD-23466";9;22;40,91;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0
"https://github.com/CERI-KRISP/africa-covid19-genomics/tree/main/data";5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118174";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148163";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ebi.ac.uk/pride/archive/projects/PXD015579";5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-9361";9;22;40,91;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0
"https://doi.org/10.6084/m9.figshare.13490262.v3";17;22;77,27;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50
"https://osf.io/spd9u/";10;22;45,45;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0
"https://osf.io/5qmz7/";11;22;50;7;31,82;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;50;100;0;0;50;0;0;50;0;50;0
"https://github.com/wangbenchi/Shared_data";NA;NA;NA;6;27,27;TRUE;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0
"https://doi.org/10.5281/zenodo.3899830";19;22;86,36;15;68,18;NA;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165499";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://osf.io/uhxvt";11;22;50;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157285";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://figshare.com/articles/dataset/List_of_up-_and_downregulated_transcripts_from_sorted_stem_cells_sorted_Paneth_cells_and_organoids_with_a_p_value_0_05_/17123909?backTo=/collections/MLL1_is_required_for_maintenance_of_intestinal_stem_cells/5736735";12;22;54,55;12;54,55;NA;0;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;50;100;50;0;100;50;0;50;50;50;50
"https://doi.org/10.6084/m9.figshare.14931708.v1";NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50
"https://www.ncbi.nlm.nih.gov/nuccore/MW809725";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/nuccore/MT993951";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/nuccore/MT108784";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE129772";3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ebi.ac.uk/pride/archive/projects/PXD029319";5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0
"https://www.ebi.ac.uk/emdb/EMD-13672";9;22;40,91;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0
"https://www.ebi.ac.uk/empiar/EMPIAR-10822/";3;22;13,64;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0
"https://doi.org/10.6084/m9.figshare.13204370.v1";NA;NA;NA;15;68,18;TRUE;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;100;100;100;0;100;100;0;50;50;50;50
