"","ID","Gen2_FM_F1B_data","Gen2_FM_F1B_metadata","Gen2_FM_F1A","Gen2_FM_F2B","Gen2_FM_F2A","Gen2_FM_F3_data","Gen2_FM_F3_metadata","Gen2_FM_F4","Gen2_FM_A1.1_data","Gen2_FM_A1.1_metadata","Gen2_FM_A1.2_data","Gen2_FM_A1.2_metadata","Gen2_FM_A2","Gen2_FM_I1B_data","Gen2_FM_I1A_data","Gen2_FM_I1B_metadata","Gen2_FM_I1A_metadata","Gen2_FM_I2B","Gen2_FM_I2A","Gen2_FM_I3","Gen2_FM_R1.1_metadata","Gen2_FM_R1.1_data"
"147","http://doi.org/10.5281/zenodo.4884946","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"148","http://doi.org/10.5281/zenodo.5524539","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"149","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR19746232&display=metadata","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"150","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169213","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"151","https://www.ncbi.nlm.nih.gov/nuccore/mw822235","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"152","https://doi.org/10.5281/zenodo.5377507","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"153","https://doi.org/10.17605/OSF.IO/NGHFS","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0"
"154","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178416","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"155","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171994","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"156","https://doi.org/10.5281/zenodo.4906565","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"157","https://doi.org/10.6084/m9.figshare.13653269","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"158","https://data.4dnucleome.org/files-fastq/4DNFI1F6ZLAO/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"159","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR14197386&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"160","https://doi.org/10.5281/zenodo.5235706","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"161","https://osf.io/qakbv/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0"
"162","https://dx.doi.org/10.17617/3.64","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0"
"163","https://osf.io/3jq76?view_only=917a4a545f144ddd948c4ae6a3bcb2e5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"164","https://osf.io/kyr8v/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0"
"165","https://doi.org/10.5281/zenodo.3876271","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"166","https://doi.org/10.6084/m9.figshare.13298012.v1","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"167","https://doi.org/10.6084/m9.figshare.14035935","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"168","https://doi.org/10.6084/m9.figshare.14780127.v1","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"169","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161441","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"170","https://www.ebi.ac.uk/gwas/studies/GCST90010722","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"171","https://doi.org/10.6084/m9.figshare.14938755","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"172","https://www.ebi.ac.uk/pride/archive/projects/PXD023613","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"173","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=ERR1915528&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"174","https://doi.org/10.5281/zenodo.4728981","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"175","https://www.ebi.ac.uk/ena/browser/view/PRJEB41311","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"176","https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?task=1a42c18056484609afafe07519049ad9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"177","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184329","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"178","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148792","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"179","https://github.com/pombo-lab/WinickNg_Kukalev_Harabula_Nature_2021/tree/main/microscopy_images/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"180","https://www.ebi.ac.uk/ena/browser/view/ERR389126?show=reads","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"181","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165532","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"182","https://doi.org/10.6084/m9.figshare.12436517","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"183","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144103","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"184","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR6122124&display=metadata","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"185","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137335","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"186","https://www.ncbi.nlm.nih.gov/nuccore/MW294174.2/","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"187","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128636","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"188","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87076","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"189","https://doi.org/10.6084/m9.figshare.12129534","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"190","https://www.ebi.ac.uk/biostudies/studies/S-BSST699?query=S-BSST699","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"191","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154803","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"192","https://www.ncbi.nlm.nih.gov/nuccore/MN481964","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"193","https://doi.org/10.6084/m9.figshare.14785434","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"194","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR13039593&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"195","https://www.ebi.ac.uk/biostudies/studies/S-BSST630","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"196","https://www.ebi.ac.uk/pride/archive/projects/PXD024800","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"197","https://doi.org/10.5281/zenodo.3478502","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"198","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158038","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"199","https://osf.io/qesv4/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0"
"200","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE152915","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"201","https://www.ebi.ac.uk/pride/archive/projects/PXD019112","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"202","https://doi.org/10.5281/zenodo.3744152","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"203","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE63197","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"204","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR10392018&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"205","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140929","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"206","https://www.ebi.ac.uk/ena/browser/view/PRJEB35529?show=reads","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"207","https://doi.org/10.5281/zenodo.3992607","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"208","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169265","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"209","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185041","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"210","https://doi.org/10.5281/zenodo.4223729","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"211","https://doi.org/10.25375/uct.9782798","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"212","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10389/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"213","https://www.ebi.ac.uk/pride/archive/projects/PXD025752","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"214","http://dx.doi.org/10.17632/fzcmhhjs76.3","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"215","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR13753728&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"216","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148729","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"217","https://zenodo.org/record/4031204#.YCpK_S1h1Bw","0","0","1","1","1","1","0","0","1","1","1","0","0","0","0","1","1","0","1","1","0","1"
"218","https://doi.org/10.17605/OSF.IO/Y2CFM","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0"
"219","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-8924/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"220","https://doi.org/10.5281/zenodo.5141343","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"221","http://dx.doi.org/10.17632/fzcmhhjs76.2","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","https://osf.io/vraun/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0"
"224","https://www.ebi.ac.uk/biostudies/studies/S-BSST525","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"225","https://osf.io/3xcdu/?view_only=957edc6293894497ba7aaf5bb8fc8205","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"226","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178959","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"227","https://osf.io/5xq9p/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0"
"228","http://doi.org/10.2210/pdb7PIV/pdb","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","0","0"
"229","https://www.ebi.ac.uk/emdb/EMD-13454","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"230","https://www.ncbi.nlm.nih.gov/nuccore/NM_020971.3?report=graph&mk=3375|NM_020971.3:c.3375_3393del|green","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"231","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR14368488&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"232","https://github.com/dieterich-lab/ComparisonOfMetabolicLabeling/tree/master/pulseRTc/results/slam/data","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"233","http://doi.org/10.17605/OSF.IO/GUPBF","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0"
"234","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140383","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"235","https://doi.org/doi:10.25345/C58D7S","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0"
"236","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150305","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"237","https://www.ebi.ac.uk/gwas/studies/GCST90027163","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"238","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157486","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"239","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156478","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"240","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165580","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"241","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR15817216&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"242","https://doi.org/10.5281/zenodo.3527540","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"243","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR12880623&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"244","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10478/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"245","https://www.deciphergenomics.org/patient/427511/overview/general","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"246","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10633/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"247","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182004","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"248","https://www.ebi.ac.uk/ena/browser/view/PRJEB32775","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"249","http://doi.org/10.17632/mtd59df24s.2","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"250","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR14573783&display=metadata","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"251","https://data.mendeley.com/datasets/mkz6jfywmd/1","0","0","1","1","1","1","0","0","1","1","1","0","0","0","0","1","1","0","1","1","0","0"
"252","https://www.ebi.ac.uk/pride/archive/projects/PXD018244","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"253","https://doi.org/10.18112/openneuro.ds003716.v1.0.0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0"
"254","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109600","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"255","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE140686","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"256","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165329","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"257","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112658","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"258","https://www.ebi.ac.uk/ena/browser/view/ERX2579784?show=reads","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"259","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58211","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"260","https://www.ebi.ac.uk/pride/archive/projects/PXD004608","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"261","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3608793","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"262","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183598","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"263","https://www.ebi.ac.uk/pride/archive/projects/PXD023889","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"264","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149025","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"265","https://doi.org/10.6084/m9.figshare.12382685.v1","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"266","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE181457","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"267","https://www.ncbi.nlm.nih.gov/nuccore/mt094341","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"268","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=SRR12749894&display=data-access","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"269","https://www.ebi.ac.uk/pride/archive/projects/PXD022709","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"270","https://osf.io/q23ce/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0"
"271","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE141504","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"272","http://doi.org/10.2210/pdb7BL2/pdb","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","0","0"
"273","https://www.ebi.ac.uk/pride/archive/projects/PXD021374","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"274","https://dx.doi.org/10.17632/g2ghpnf4zk.1","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"275","https://www.ebi.ac.uk/pride/archive/projects/PXD011715","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"276","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6588/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"277","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171099","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"278","http://doi.org/10.17605/OSF.IO/6K7VN","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0"
"279","https://doi.org/10.5281/zenodo.4670433","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"280","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158577","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"281","https://doi.org/10.5281/zenodo.4945655","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"282","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160672","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"283","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40589","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"284","https://doi.org/doi:10.25345/C5VG6C","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0"
"285","https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=628bd0896fad4eae91f6be5f12373d25","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"286","https://www.ebi.ac.uk/pride/archive/projects/PXD011771","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"287","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse160097","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"288","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-7680/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"289","https://doi.org/10.5281/zenodo.3479558","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"290","https://www.ebi.ac.uk/pride/archive/projects/PXD028005","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"291","http://doi.org/10.17605/OSF.IO/PTJBN","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0"
"292","https://www.ebi.ac.uk/pride/archive/projects/PXD014740","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"293","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE136199","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"294","https://www.rcsb.org/structure/6SWA","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"295","https://www.ebi.ac.uk/emdb/EMD-10321","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"296","https://github.com/grundm/graphCA/blob/master/analysis/behavior/nt_trials.txt","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"297","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184895","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"298","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9067/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"299","http://dx.doi.org/10.2210/pdb7o6x/pdb","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","1","1","1","0","0"
"300","https://doi.org/10.23729/4d448eb0-c6ef-4b7d-a557-3758f5f68d47","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"301","https://doi.org/10.17605/OSF.IO/RUJWA","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0"
"302","https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=2033292&DatabaseToSearch=Published","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"303","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166420","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"304","https://flowrepository.org/id/FR-FCM-Z3G7","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"305","https://doi.org/10.6084/m9.figshare.14166983","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1"
"306","https://www.ncbi.nlm.nih.gov/nuccore/MW582527","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"307","https://doi.org/10.6084/m9.figshare.14393600","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","1"
"308","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-8746/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"309","https://osf.io/w8h2q/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0"
"310","https://trace.ncbi.nlm.nih.gov/Traces/?view=run_browser&acc=ERR4778373&display=metadata","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"311","https://github.com/wan-yang/flu-subtropic-climate-models/tree/main/data_climate","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"312","https://figshare.com/articles/dataset/S1_File_-/14441052","0","0","1","1","1","1","0","0","1","1","1","0","0","0","0","1","1","0","1","1","0","1"
"313","https://www.sasbdb.org/data/SASDKW8/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
"314","https://www.ebi.ac.uk/pride/archive/projects/PXD027257","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"315","https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-10788/","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0"
